student_id,school_year,grade_level,section,assessment_quarter,mathematics_grade,english_grade,science_grade,filipino_grade,araling_panlipunan_grade,esp_grade,mapeh_grade,tle_grade,general_average,failed_subjects,present_days,absent_days,late_days,excused_absences,attendance_rate,behavior_core_value,behavior_indicator,behavior_teacher_rating,behavior_quarter,teacher_remarks,intervention_type,intervention_date,intervention_reason,intervention_outcome,improved_after_intervention,risk_status,absent_percentage,late_percentage,high_grade_count,has_intervention,number_of_interventions,risk_label
ST-0742,2025-2026,Grade 7,C,2,82.46,80.24,100.0,80.23,72.16,78.62,81.38,72.4,80.94,0,99,1,2,0,97.75,Compassion,Completes assignments on time,SO,2,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,1,1,1,0
ST-0743,2024-2025,Grade 5,D,4,90.66,89.87,90.9,100.0,85.85,77.05,72.49,94.03,87.61,0,100,0,1,0,99.5,Excellence,Completes assignments on time,NO,4,Demonstrates positive effort in class,Unknown,,,Unknown,,At Risk,0.0,0.99999999999,4,1,1,1
ST-0744,2025-2026,Grade 7,C,4,81.39,81.28,86.02,90.03,66.32,90.22,77.17,69.02,80.18,0,96,4,2,2,94.0,Excellence,Completes assignments on time,NO,4,Shows potential but needs more consistency,Unknown,,,Unknown,,At Risk,3.99999999996,1.99999999998,2,1,1,1
ST-0745,2024-2025,Grade 6,B,3,70.36,73.73,60.28,70.97,63.14,78.77,61.28,81.77,70.04,2,99,1,2,0,97.75,Respect,Demonstrates effort and perseverance,RO,3,Requires regular monitoring for academic progress,Academic Monitoring,2025-03-15,Need for academic support and monitoring,Ongoing,,At Risk,0.99999999999,1.99999999998,0,1,1,1
ST-0746,2025-2026,Grade 6,C,1,84.15,96.88,77.08,88.58,97.36,84.95,82.91,82.64,86.82,0,100,0,1,0,99.5,Integrity,Completes assignments on time,SO,1,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,2,1,1,0
ST-0747,2024-2025,Grade 7,B,4,81.49,88.51,90.03,92.19,74.1,91.47,80.15,75.13,84.13,0,98,2,4,3,95.5,Excellence,Practices honesty,RO,4,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,1.99999999998,3.99999999996,3,1,1,1
ST-0748,2024-2025,Grade 9,D,2,77.67,69.83,73.94,78.13,83.18,92.57,88.66,66.07,78.76,0,99,1,2,0,97.75,Compassion,Shows respect to teachers and peers,AO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,1,1,1,0
ST-0749,2024-2025,Grade 5,B,3,91.81,87.31,73.33,90.62,79.64,82.75,89.5,81.26,84.53,0,99,1,2,0,97.75,Integrity,Displays kindness and empathy,RO,3,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,2,1,1,0
ST-0750,2025-2026,Grade 8,C,3,76.28,89.76,87.99,77.25,93.06,80.0,64.52,83.44,81.54,0,100,0,0,0,100.0,Compassion,Shows respect to teachers and peers,AO,3,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.0,0.0,1,1,1,0
ST-0751,2024-2025,Grade 8,C,3,88.69,91.58,74.99,86.58,77.91,90.15,96.14,92.99,87.38,0,100,0,2,0,99.0,Excellence,Shows respect to teachers and peers,SO,3,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,4,1,1,0
ST-0752,2024-2025,Grade 7,A,3,76.37,85.66,76.66,79.53,82.71,82.85,78.28,69.26,78.91,1,99,1,1,0,98.25,Respect,Shows respect to teachers and peers,RO,3,Shows potential but needs more consistency,Unknown,,,Unknown,,At Risk,0.99999999999,0.99999999999,0,1,1,1
ST-0753,2024-2025,Grade 7,C,2,75.02,67.13,73.81,76.42,76.25,69.86,78.37,65.23,72.76,2,93,7,4,1,89.25,Responsibility,Shows respect to teachers and peers,NO,2,Requires regular monitoring for academic progress,Behavioral Monitoring,2025-02-15,Declining grades and low class participation,Improved,,At Risk,6.99999999993,3.99999999996,0,1,1,1
ST-0754,2025-2026,Grade 10,C,2,63.57,74.15,73.2,78.63,83.56,82.65,70.3,68.64,74.34,2,99,1,2,1,97.75,Respect,Shows respect to teachers and peers,NO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,At Risk,0.99999999999,1.99999999998,0,1,1,1
ST-0755,2025-2026,Grade 9,A,1,67.7,77.5,60.68,54.8,72.41,73.52,66.14,91.44,70.52,2,95,5,0,3,93.75,Responsibility,Practices honesty,NO,1,Requires regular monitoring for academic progress,Tutoring,2025-01-15,Need for academic support and monitoring,Ongoing,True,At Risk,4.99999999995,0.0,1,1,1,1
ST-0756,2025-2026,Grade 6,B,4,74.48,61.95,78.88,70.64,73.61,58.38,69.18,91.67,72.35,2,99,1,0,0,98.75,Integrity,Completes assignments on time,AO,4,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,1,1,1,0
ST-0757,2024-2025,Grade 8,B,1,70.17,64.19,66.99,73.39,66.82,72.63,70.29,72.07,69.57,3,100,0,2,1,99.0,Integrity,Demonstrates effort and perseverance,RO,1,Demonstrates positive effort in class,Unknown,,,Unknown,,At Risk,0.0,1.99999999998,0,1,1,1
ST-0758,2024-2025,Grade 10,B,2,87.04,85.17,99.66,72.07,82.08,99.93,75.26,68.85,83.76,0,98,2,0,3,97.5,Integrity,Displays kindness and empathy,RO,2,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,1.99999999998,0.0,2,1,1,1
ST-0759,2025-2026,Grade 10,D,4,93.67,71.27,96.3,71.65,76.98,78.88,75.35,73.06,79.65,1,100,0,1,0,99.5,Excellence,Completes assignments on time,AO,4,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,2,1,1,0
ST-0760,2024-2025,Grade 9,C,4,60.12,64.41,50.74,72.55,54.24,54.25,68.32,58.67,60.41,3,94,6,0,0,92.5,Compassion,Completes assignments on time,RO,4,Requires regular monitoring for academic progress,Behavioral Monitoring,2025-04-15,Behavior concerns affecting learning,Improved,False,Not At Risk,5.99999999994,0.0,0,1,1,0
ST-0761,2025-2026,Grade 10,A,3,60.77,58.44,64.48,74.69,55.11,62.33,63.96,60.54,62.54,3,100,0,0,0,100.0,Respect,Displays kindness and empathy,SO,3,Shows potential but needs more consistency,Attendance Monitoring,2025-03-15,Parent/guardian concern about performance,Improved,False,At Risk,0.0,0.0,0,1,1,1
ST-0762,2025-2026,Grade 9,C,1,70.12,82.52,67.01,63.33,55.87,89.79,66.66,68.09,70.42,2,100,0,2,0,99.0,Respect,Displays kindness and empathy,NO,1,Improving steadily in class participation,Unknown,,,Unknown,,At Risk,0.0,1.99999999998,0,1,1,1
ST-0763,2025-2026,Grade 5,A,1,86.38,84.95,90.79,77.8,81.49,74.1,90.76,79.21,83.19,0,99,1,1,0,98.25,Responsibility,Shows respect to teachers and peers,RO,1,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,2,1,1,0
ST-0764,2025-2026,Grade 7,D,2,68.39,66.22,95.73,79.89,69.19,57.9,68.95,74.64,72.61,2,99,1,1,1,98.25,Excellence,Displays kindness and empathy,NO,2,Improving steadily in class participation,Unknown,,,Unknown,,At Risk,0.99999999999,0.99999999999,1,1,1,1
ST-0765,2024-2025,Grade 8,A,4,79.67,66.74,79.36,81.89,81.84,80.29,93.58,84.92,81.04,0,94,6,2,1,91.5,Integrity,Displays kindness and empathy,NO,4,Demonstrates positive effort in class,Unknown,,,Unknown,,At Risk,5.99999999994,1.99999999998,1,1,1,1
ST-0766,2024-2025,Grade 9,A,1,58.71,68.68,65.52,72.9,64.26,76.56,67.29,90.76,70.59,2,100,0,0,1,100.0,Compassion,Displays kindness and empathy,SO,1,Shows potential but needs more consistency,Unknown,,,Unknown,,At Risk,0.0,0.0,1,1,1,1
ST-0767,2024-2025,Grade 7,B,3,73.83,84.07,78.99,84.25,90.37,84.91,70.61,73.3,80.04,0,96,4,2,1,94.0,Integrity,Shows respect to teachers and peers,AO,3,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,3.99999999996,1.99999999998,1,1,1,0
ST-0768,2025-2026,Grade 6,A,2,79.26,87.81,91.12,88.78,82.88,95.95,96.01,73.4,86.9,0,99,1,1,0,98.25,Responsibility,Displays kindness and empathy,AO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,3,1,1,0
ST-0769,2025-2026,Grade 10,C,2,69.79,71.42,86.01,72.25,76.82,71.95,74.07,62.02,73.04,1,100,0,1,0,99.5,Compassion,Shows respect to teachers and peers,NO,2,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,0.0,0.99999999999,0,1,1,1
ST-0770,2024-2025,Grade 5,B,1,79.68,75.77,67.99,74.86,71.06,69.69,66.92,72.66,72.33,1,100,0,0,1,100.0,Integrity,Completes assignments on time,NO,1,Shows potential but needs more consistency,Unknown,,,Unknown,,At Risk,0.0,0.0,0,1,1,1
ST-0771,2024-2025,Grade 4,D,1,80.71,90.58,82.93,77.51,77.86,98.78,96.38,96.03,87.6,0,100,0,0,0,100.0,Integrity,Shows respect to teachers and peers,SO,1,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.0,0.0,4,1,1,0
ST-0772,2024-2025,Grade 8,A,1,85.05,84.57,60.41,80.07,82.53,69.88,73.47,73.65,76.2,1,99,1,1,1,98.25,Integrity,Shows respect to teachers and peers,NO,1,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,0.99999999999,0.99999999999,0,1,1,1
ST-0773,2024-2025,Grade 4,C,3,81.07,84.27,90.29,77.47,86.49,84.13,87.03,78.51,83.66,0,97,3,5,2,93.75,Compassion,Practices honesty,AO,3,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,2.99999999997,4.99999999995,1,1,1,0
ST-0774,2024-2025,Grade 6,D,2,71.92,76.41,75.72,67.78,69.24,91.26,83.75,79.75,76.98,0,94,6,5,2,90.0,Excellence,Displays kindness and empathy,RO,2,Demonstrates positive effort in class,Unknown,,,Unknown,,At Risk,5.99999999994,4.99999999995,1,1,1,1
ST-0775,2024-2025,Grade 5,A,4,85.34,87.25,86.83,92.26,90.87,94.71,88.97,78.41,88.08,0,100,0,0,1,100.0,Compassion,Completes assignments on time,RO,4,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.0,0.0,3,1,1,0
ST-0776,2025-2026,Grade 9,B,2,73.45,67.75,63.4,65.62,67.44,69.41,74.08,68.35,68.69,3,100,0,1,1,99.5,Integrity,Completes assignments on time,AO,2,Demonstrates positive effort in class,Guidance Referral,2025-02-15,Need for academic support and monitoring,No Change,True,At Risk,0.0,0.99999999999,0,1,1,1
ST-0777,2025-2026,Grade 10,C,2,94.54,83.93,79.84,82.78,65.51,71.92,81.12,73.47,79.14,0,99,1,1,3,98.25,Integrity,Shows respect to teachers and peers,RO,2,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,0.99999999999,0.99999999999,1,1,1,1
ST-0778,2024-2025,Grade 4,D,2,77.27,90.14,89.77,78.58,89.84,75.03,73.4,80.87,81.86,0,99,1,2,0,97.75,Compassion,Practices honesty,RO,2,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,1,1,1,0
ST-0779,2024-2025,Grade 6,A,4,88.56,82.98,80.05,75.38,76.65,100.0,91.28,87.62,85.31,0,99,1,2,1,97.75,Excellence,Displays kindness and empathy,SO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,2,1,1,0
ST-0780,2024-2025,Grade 5,D,2,89.06,87.57,87.32,87.97,94.71,89.37,89.29,85.3,88.82,0,99,1,2,1,97.75,Respect,Shows respect to teachers and peers,RO,2,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,1,1,1,0
ST-0781,2024-2025,Grade 10,D,3,74.42,76.88,71.53,75.67,81.21,89.99,72.36,74.26,77.04,0,99,1,0,0,98.75,Integrity,Displays kindness and empathy,AO,3,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,0,1,1,0
ST-0782,2024-2025,Grade 8,D,2,69.68,81.38,69.44,89.39,66.31,70.96,80.77,72.27,75.02,1,100,0,2,1,99.0,Compassion,Displays kindness and empathy,NO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,At Risk,0.0,1.99999999998,0,1,1,1
ST-0783,2025-2026,Grade 10,A,3,74.22,77.74,80.78,83.13,89.27,96.22,77.12,76.69,81.9,0,99,1,1,1,98.25,Integrity,Practices honesty,RO,3,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,1,1,1,0
ST-0784,2024-2025,Grade 7,D,2,71.78,82.2,66.26,73.86,82.02,90.26,73.9,73.46,76.72,1,100,0,1,1,99.5,Respect,Displays kindness and empathy,AO,2,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,1,1,1,0
ST-0785,2024-2025,Grade 5,C,1,72.49,76.78,66.52,84.85,69.93,65.85,65.87,76.38,72.33,2,99,1,0,0,98.75,Responsibility,Shows respect to teachers and peers,NO,1,Demonstrates positive effort in class,Unknown,,,Unknown,,At Risk,0.99999999999,0.0,0,1,1,1
ST-0786,2025-2026,Grade 4,C,3,85.18,93.56,82.98,91.61,83.02,80.88,69.33,75.1,82.71,0,98,2,5,0,95.0,Responsibility,Shows respect to teachers and peers,RO,3,Improving steadily in class participation,Unknown,,,Unknown,,At Risk,1.99999999998,4.99999999995,2,1,1,1
ST-0787,2024-2025,Grade 6,C,1,74.96,82.53,91.72,85.14,98.87,87.22,92.49,90.33,87.91,0,99,1,0,0,98.75,Respect,Shows respect to teachers and peers,AO,1,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,4,1,1,0
ST-0788,2024-2025,Grade 8,D,4,68.78,81.4,94.04,80.65,80.09,100.0,84.91,69.98,82.48,0,100,0,1,0,99.5,Excellence,Completes assignments on time,AO,4,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,2,1,1,0
ST-0789,2024-2025,Grade 5,A,2,58.52,70.36,82.86,81.95,89.79,67.68,60.52,67.17,72.36,2,99,1,0,1,98.75,Excellence,Shows respect to teachers and peers,SO,2,Improving steadily in class participation,Guidance Referral,2025-02-15,Parent/guardian concern about performance,Not Yet Evaluated,False,At Risk,0.99999999999,0.0,0,1,1,1
ST-0790,2024-2025,Grade 4,A,1,71.48,60.05,79.2,75.69,74.22,78.34,69.17,81.74,73.74,2,100,0,0,0,100.0,Compassion,Completes assignments on time,AO,1,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.0,0.0,0,1,1,0
ST-0791,2024-2025,Grade 8,A,3,83.07,89.36,77.26,74.59,67.83,81.44,65.4,83.9,77.86,0,94,6,5,3,90.0,Responsibility,Demonstrates effort and perseverance,AO,3,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,5.99999999994,4.99999999995,0,1,1,1
ST-0792,2025-2026,Grade 9,B,2,69.15,80.8,96.29,67.72,92.68,75.58,83.56,76.84,80.33,0,100,0,0,1,100.0,Respect,Completes assignments on time,NO,2,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.0,0.0,2,1,1,0
ST-0793,2024-2025,Grade 5,B,2,66.76,74.64,69.22,57.89,78.96,75.29,68.74,57.93,68.68,3,99,1,0,1,98.75,Respect,Practices honesty,RO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,At Risk,0.99999999999,0.0,0,1,1,1
ST-0794,2024-2025,Grade 4,A,3,75.52,59.43,58.85,74.38,56.92,62.06,67.53,78.38,66.63,3,97,3,2,2,95.25,Integrity,Demonstrates effort and perseverance,AO,3,Demonstrates positive effort in class,Counseling,2025-03-15,Low attendance and poor engagement,Worsened,,At Risk,2.99999999997,1.99999999998,0,1,1,1
ST-0795,2024-2025,Grade 8,C,1,53.84,64.74,69.28,77.67,71.51,82.4,65.54,62.96,68.49,3,99,1,2,1,97.75,Integrity,Completes assignments on time,RO,1,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,0.99999999999,1.99999999998,0,1,1,1
ST-0796,2025-2026,Grade 7,C,1,83.2,83.3,84.76,74.83,79.62,75.86,73.66,79.38,79.33,0,99,1,0,0,98.75,Excellence,Demonstrates effort and perseverance,NO,1,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,0,1,1,0
ST-0797,2024-2025,Grade 7,D,2,64.92,80.39,75.27,70.86,64.07,84.84,69.77,73.39,72.94,2,100,0,2,0,99.0,Respect,Displays kindness and empathy,RO,2,Improving steadily in class participation,Unknown,,,Unknown,,At Risk,0.0,1.99999999998,0,1,1,1
ST-0798,2024-2025,Grade 10,A,2,61.61,72.98,88.37,80.04,76.75,94.92,78.03,82.11,79.35,0,100,0,1,1,99.5,Respect,Displays kindness and empathy,RO,2,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,1,1,1,0
ST-0799,2025-2026,Grade 9,B,4,55.68,78.29,88.17,72.19,63.04,74.03,72.3,70.84,71.82,2,100,0,1,0,99.5,Excellence,Displays kindness and empathy,RO,4,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,0,1,1,0
ST-0800,2024-2025,Grade 6,D,3,82.8,70.2,76.9,68.05,69.4,73.9,74.81,54.69,71.34,2,99,1,1,1,98.25,Respect,Shows respect to teachers and peers,AO,3,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,0,1,1,0
ST-0801,2024-2025,Grade 7,C,1,67.81,79.5,75.86,65.92,67.64,77.2,55.23,77.38,70.82,2,100,0,2,0,99.0,Responsibility,Shows respect to teachers and peers,NO,1,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,At Risk,0.0,1.99999999998,0,1,1,1
ST-0802,2025-2026,Grade 8,D,4,77.38,72.28,81.2,76.13,86.15,72.05,73.39,89.78,78.55,1,100,0,0,1,100.0,Compassion,Displays kindness and empathy,SO,4,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.0,0.0,0,1,1,0
ST-0803,2024-2025,Grade 8,D,3,68.14,80.96,75.97,74.83,68.81,80.1,84.18,80.41,76.67,1,99,1,1,0,98.25,Responsibility,Shows respect to teachers and peers,SO,3,Shows potential but needs more consistency,Unknown,,,Unknown,,At Risk,0.99999999999,0.99999999999,0,1,1,1
ST-0804,2025-2026,Grade 5,B,4,76.39,75.07,77.46,78.64,83.65,79.65,84.71,90.31,80.73,0,99,1,0,1,98.75,Respect,Practices honesty,AO,4,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,1,1,1,0
ST-0805,2025-2026,Grade 7,C,1,72.89,72.8,73.33,75.24,72.58,81.66,81.3,86.74,77.07,0,98,2,4,1,95.5,Compassion,Shows respect to teachers and peers,NO,1,Demonstrates positive effort in class,Unknown,,,Unknown,,At Risk,1.99999999998,3.99999999996,0,1,1,1
ST-0806,2024-2025,Grade 6,C,4,72.04,85.39,71.63,76.46,81.44,82.63,91.37,85.0,80.75,0,99,1,0,1,98.75,Integrity,Shows respect to teachers and peers,NO,4,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,1,1,1,0
ST-0807,2025-2026,Grade 8,B,1,77.28,90.15,84.92,91.64,78.73,85.28,79.07,73.17,82.53,0,94,6,1,1,92.0,Excellence,Shows respect to teachers and peers,SO,1,Shows potential but needs more consistency,Unknown,,,Unknown,,At Risk,5.99999999994,0.99999999999,2,1,1,1
ST-0808,2024-2025,Grade 6,D,4,64.65,80.13,88.01,74.36,63.67,90.85,85.9,78.54,78.26,1,99,1,0,1,98.75,Integrity,Displays kindness and empathy,SO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,1,1,1,0
ST-0809,2024-2025,Grade 8,A,1,63.48,68.28,74.55,91.59,71.76,69.56,71.86,63.92,71.88,2,100,0,1,1,99.5,Compassion,Demonstrates effort and perseverance,AO,1,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,1,1,1,0
ST-0810,2025-2026,Grade 8,D,3,90.02,68.18,77.03,94.58,77.68,92.39,97.4,79.37,84.58,0,99,1,0,0,98.75,Excellence,Demonstrates effort and perseverance,AO,3,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,4,1,1,0
ST-0811,2024-2025,Grade 6,B,4,84.54,75.38,90.39,82.35,83.57,89.71,85.18,100.0,86.39,0,100,0,2,0,99.0,Respect,Shows respect to teachers and peers,NO,4,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,2,1,1,0
ST-0812,2024-2025,Grade 9,A,2,67.03,78.07,71.32,76.33,96.41,81.15,99.91,91.07,82.66,0,100,0,0,1,100.0,Excellence,Completes assignments on time,SO,2,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.0,0.0,3,1,1,0
ST-0813,2025-2026,Grade 7,A,3,77.67,85.74,86.43,76.56,75.18,76.07,84.66,73.86,79.52,0,100,0,2,1,99.0,Compassion,Completes assignments on time,AO,3,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,0,1,1,0
ST-0814,2025-2026,Grade 4,A,1,85.1,79.97,74.88,79.46,93.96,96.5,81.51,88.65,85.0,0,100,0,1,1,99.5,Respect,Demonstrates effort and perseverance,SO,1,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,2,1,1,0
ST-0815,2024-2025,Grade 6,C,1,85.32,88.13,78.16,95.8,87.46,77.38,81.12,91.39,85.59,0,99,1,0,1,98.75,Excellence,Completes assignments on time,SO,1,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,2,1,1,0
ST-0816,2025-2026,Grade 5,A,1,99.69,82.95,78.08,88.75,93.71,84.09,87.27,97.4,88.99,0,99,1,2,0,97.75,Compassion,Shows respect to teachers and peers,AO,1,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,3,1,1,0
ST-0817,2025-2026,Grade 6,B,4,93.77,70.24,80.01,86.4,89.92,87.33,64.54,70.64,80.36,0,99,1,1,0,98.25,Respect,Practices honesty,AO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,1,1,1,0
ST-0818,2025-2026,Grade 4,D,1,64.01,64.25,53.69,65.34,75.57,65.6,67.97,90.56,68.37,3,93,7,0,2,91.25,Integrity,Practices honesty,RO,1,Improving steadily in class participation,Counseling,2025-01-15,Need for academic support and monitoring,Ongoing,True,At Risk,6.99999999993,0.0,1,1,1,1
ST-0819,2025-2026,Grade 5,A,3,74.15,83.3,73.08,77.73,94.68,81.84,84.84,84.7,81.79,0,100,0,0,1,100.0,Respect,Demonstrates effort and perseverance,RO,3,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.0,0.0,1,1,1,0
ST-0820,2024-2025,Grade 8,C,4,73.2,95.9,84.22,98.55,76.99,96.2,70.18,88.24,85.44,0,100,0,0,0,100.0,Excellence,Demonstrates effort and perseverance,SO,4,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.0,0.0,3,1,1,0
ST-0821,2024-2025,Grade 10,D,3,80.74,88.13,75.88,78.86,69.0,80.7,68.35,84.22,78.23,0,99,1,0,0,98.75,Integrity,Shows respect to teachers and peers,SO,3,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,0,1,1,0
ST-0822,2024-2025,Grade 5,A,1,89.0,67.79,87.08,81.55,85.31,86.61,83.59,87.65,83.57,0,99,1,1,2,98.25,Respect,Demonstrates effort and perseverance,AO,1,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,0,1,1,0
ST-0823,2025-2026,Grade 7,D,2,66.56,58.74,71.3,83.45,77.18,80.73,77.67,58.5,71.77,2,99,1,0,0,98.75,Excellence,Practices honesty,RO,2,Shows potential but needs more consistency,Tutoring,2025-02-15,Low attendance and poor engagement,Ongoing,False,At Risk,0.99999999999,0.0,0,1,1,1
ST-0824,2025-2026,Grade 5,D,3,85.92,88.1,78.26,85.67,89.38,91.71,85.42,100.0,88.06,0,99,1,0,0,98.75,Respect,Shows respect to teachers and peers,AO,3,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,2,1,1,0
ST-0825,2025-2026,Grade 7,D,1,69.82,87.73,89.26,97.1,81.8,83.5,70.73,73.27,81.65,0,98,2,5,1,95.0,Responsibility,Practices honesty,AO,1,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,1.99999999998,4.99999999995,1,1,1,0
ST-0826,2024-2025,Grade 4,C,4,94.56,97.31,80.86,82.03,84.0,78.19,78.99,84.06,85.0,0,99,1,1,0,98.25,Integrity,Demonstrates effort and perseverance,AO,4,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,2,1,1,0
ST-0827,2025-2026,Grade 4,D,4,68.25,64.29,67.11,73.0,60.28,72.13,50.0,63.83,64.86,3,99,1,5,1,96.25,Compassion,Completes assignments on time,RO,4,Improving steadily in class participation,Guidance Referral,2025-04-15,Declining grades and low class participation,Ongoing,False,At Risk,0.99999999999,4.99999999995,0,1,1,1
ST-0828,2025-2026,Grade 5,A,4,73.36,69.49,71.66,55.54,72.71,64.7,70.66,88.52,70.83,2,99,1,1,0,98.25,Responsibility,Practices honesty,RO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,At Risk,0.99999999999,0.99999999999,0,1,1,1
ST-0829,2025-2026,Grade 4,B,2,78.08,77.37,83.13,78.62,93.41,75.6,74.6,87.43,81.03,0,99,1,0,0,98.75,Excellence,Demonstrates effort and perseverance,RO,2,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,1,1,1,0
ST-0830,2024-2025,Grade 10,D,4,85.87,65.46,80.66,91.69,85.77,65.59,74.66,81.08,78.85,0,100,0,1,0,99.5,Compassion,Practices honesty,AO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,1,1,1,0
ST-0831,2024-2025,Grade 8,B,4,70.88,75.89,72.18,73.17,85.85,84.71,91.64,83.78,79.76,0,99,1,1,1,98.25,Integrity,Demonstrates effort and perseverance,NO,4,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,1,1,1,0
ST-0832,2024-2025,Grade 10,C,2,79.48,68.26,78.7,78.48,64.36,71.24,68.84,73.64,72.88,2,99,1,0,1,98.75,Responsibility,Shows respect to teachers and peers,AO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,0,1,1,0
ST-0833,2025-2026,Grade 4,B,2,68.14,50.0,59.36,73.24,69.44,70.72,58.08,68.63,64.7,3,96,4,0,1,95.0,Responsibility,Completes assignments on time,RO,2,Improving steadily in class participation,Academic Monitoring,2025-02-15,Declining grades and low class participation,Not Yet Evaluated,True,At Risk,3.99999999996,0.0,0,1,1,1
